tn,ID,genus,svl,gscm,hv,zv,hvtf,zvtf,mv,av,lv,mvtf,avtf,over,dtaf,zpaf,zpmx,dft,AH,LD,gscm_rel,hv_rel,zv_rel,hvtf_rel,zvtf_rel,mv_rel,av_rel,lv_rel,mvtf_rel,avtf_rel,over_rel,dtaf_rel,zpaf_rel,zpmx_rel,dft_rel,AH_rel,LD_rel
95,89,Chrysopelea,71.5,70.96145839,0.060355049,0.48093654,0.060355049,0.48093654,2.195978277,0.431398832,2.11373416,,,0.219503702,0.812743298,-0.263414387,0.215156225,0.625113626,0.122811421,0.386225808,99.24679495,0.084412655,0.672638518,0.084412655,0.672638518,3.07129829,0.60335501,2.956271552,,,0.306998185,1.136703913,-0.36841173,0.300917798,0.874284792,0.171764225,0.540175955
96,89,Chrysopelea,71.5,70.93531377,0.05355163,0.418661446,0.05355163,0.418661446,2.246762609,0.380257976,2.236528167,,,0.185416734,0.819879499,-0.226287234,0.186973679,0.619596752,0.133598213,0.359885447,99.21022905,0.074897385,0.585540484,0.074897385,0.585540484,3.142325327,0.531829337,3.128011422,,,0.259324104,1.146684614,-0.316485642,0.261501649,0.866568884,0.186850647,0.503336289
102,89,Chrysopelea,71.5,74.72386559,0.141039429,0.630228398,0.104426007,0.630228398,2.323211274,0.616556397,2.262677275,,,0.128430795,0.846396257,-0.311547448,0.317645864,0.725967319,0.110817228,0.422364676,104.5089029,0.197257943,0.881438318,0.14605036,0.881438318,3.249246537,0.862316639,3.164583601,,,0.179623489,1.183770989,-0.435730697,0.444259949,1.015338907,0.15498913,0.590719827
108,89,Chrysopelea,71.5,78.01278913,0.063524555,0.623412278,0.035716398,0.623412278,2.679164467,0.593158202,2.666848473,,,0.174230369,0.894824057,-0.326030786,0.294167181,0.735049409,0.10823425,0.434265036,109.108796,0.088845531,0.871905284,0.049953005,0.871905284,3.747083171,0.829591891,3.729858004,,,0.243678837,1.251502177,-0.455987114,0.411422631,1.028041131,0.151376573,0.607363687
122,95,Chrysopelea,66.7,32.45976255,0.037373553,0.16049621,0.037373553,0.16049621,1.63281709,0.603412783,1.629936538,,,0.234805333,0.460987069,-0.033905267,0.125864947,0.212059742,0.109812767,0.143718033,48.66531117,0.056032313,0.240624003,0.056032313,0.240624003,2.448001634,0.904666841,2.443682966,,,0.352031984,0.691135036,-0.050832484,0.188703069,0.317930648,0.164636832,0.215469315
124,95,Chrysopelea,66.7,35.40699271,0.026656463,0.03193888,0.021837217,0.03193888,0.714387834,0.268963869,0.709314224,,,0.030909142,0.091307651,-0.001362945,0.028140323,0.059693082,0.053475154,0.054838099,53.08394709,0.039964713,0.047884378,0.032739455,0.047884378,1.071046228,0.403244181,1.063439616,,,0.046340543,0.13689303,-0.002043396,0.04218939,0.089494876,0.080172645,0.082216041
125,95,Chrysopelea,66.7,35.42933735,0.01981013,0.014757951,0.005137933,0.003355987,0.347405951,0.092988993,0.342746485,,,0.000103154,0.051854619,0.005961297,0.007523204,0.053805733,0.020922385,0.014961088,53.1174473,0.029700345,0.022125864,0.007703048,0.005031465,0.520848502,0.139413783,0.513862796,,,0.000154654,0.077743056,0.008937477,0.011279166,0.080668265,0.031367894,0.022430417
127,95,Chrysopelea,66.7,39.06785319,0.021415046,0.037017442,0.007429845,0.037017442,0.562737927,0.081488175,0.551386544,,,-0.001742691,0.075819508,-0.013830165,0.02310952,0.085023337,0.020341238,0.034171403,58.57249354,0.032106515,0.055498414,0.011139197,0.055498414,0.843685048,0.122171177,0.826666483,,,-0.00261273,0.113672425,-0.02073488,0.034646956,0.12747127,0.030496609,0.051231489
128,95,Chrysopelea,66.7,39.16812703,0.056778738,0.122895612,0.044914148,0.115542262,1.465068186,0.142941216,1.448659275,,,0.080950484,0.204907459,-0.006619429,0.107578142,0.119655086,0.038339217,0.044958645,58.72282912,0.085125545,0.184251292,0.067337554,0.17322678,2.196504027,0.214304672,2.171902961,,,0.121365044,0.307207585,-0.009924181,0.16128657,0.179392932,0.057480085,0.067404266
129,95,Chrysopelea,66.7,39.22747826,0.037263349,0.057837491,0.03132565,0.057837491,0.668227814,0.204901242,0.666643356,,,0.025670979,0.166555679,0.022931167,0.051909978,0.144543508,0.046027756,0.023096589,58.81181148,0.055867089,0.086712879,0.046964992,0.086712879,1.001840801,0.307198264,0.999465301,,,0.038487225,0.249708664,0.034379561,0.077826054,0.216706909,0.069007131,0.03462757
130,95,Chrysopelea,66.7,42.08301445,0.030375081,0.154859773,0.030375081,0.11338329,1.832053386,0.369685881,1.826188864,,,0.204749709,0.444992086,0.021112812,0.130865332,0.241577773,0.15171695,0.130604138,63.09297519,0.045539852,0.232173573,0.045539852,0.169989939,2.746706726,0.554251696,2.737914339,,,0.306971078,0.667154552,0.031653391,0.196199898,0.362185566,0.227461694,0.195808303
131,95,Chrysopelea,66.7,42.4163314,0.038539121,0.155005827,0.028941147,0.112352497,1.372437791,0.168759814,1.358564241,,,0.047205881,0.168985498,-0.000585781,0.111766715,0.120604764,0.046153197,0.046738979,63.59270075,0.057779792,0.232392545,0.043390026,0.168444523,2.057627873,0.253013214,2.036827948,,,0.070773434,0.253351571,-0.000878233,0.16756629,0.180816737,0.069195198,0.070073431
132,95,Chrysopelea,66.7,42.60831547,0.03708671,0.076435674,0.024338217,0.075735792,1.115809654,0.144843596,1.001510947,,,0.080604159,0.192559647,0.000748227,0.074843969,0.112291374,0.030898176,0.030149949,63.88053293,0.055602264,0.114596213,0.036489081,0.113546915,1.672878042,0.217156816,1.501515663,,,0.120845816,0.288695123,0.001121779,0.112209849,0.168352885,0.046324102,0.045202322
133,95,Chrysopelea,66.7,45.20596105,0.029472527,0.153497703,0.017550298,0.153490777,1.654090481,0.400917346,1.646066306,,,0.188728569,0.466006158,0.007465643,0.154716259,0.278025472,0.153803918,0.146338275,67.77505405,0.044186698,0.230131488,0.02631229,0.230121104,2.479895774,0.601075481,2.467865526,,,0.282951378,0.698659908,0.011192868,0.23195841,0.416829793,0.230590581,0.219397714
134,95,Chrysopelea,66.7,45.27221135,0.096250371,0.316224397,0.096250371,0.316224397,1.948495153,0.6618582,1.939574354,,,0.339987797,0.720321175,-0.074401882,0.2301532,0.375635817,0.161021027,0.235422908,67.87437984,0.144303404,0.474099545,0.144303404,0.474099545,2.921282088,0.992291154,2.907907577,,,0.509726832,1.079941792,-0.111547049,0.345057271,0.563172139,0.241410834,0.352957884
135,95,Chrysopelea,66.7,45.44688689,0.03157497,0.249902501,0.021864861,0.249902501,1.874230433,0.486793013,1.865868422,,,0.267626491,0.601975503,-0.049557547,0.192397688,0.333031453,0.151216759,0.200774306,68.1362622,0.047338785,0.374666418,0.032780901,0.374666418,2.809940679,0.729824607,2.797403931,,,0.401239116,0.902511999,-0.07429917,0.288452307,0.49929753,0.226711783,0.301010953
139,95,Chrysopelea,66.7,48.92739995,0.043574758,0.199777082,0.038567296,0.199777082,1.927211746,0.380106522,1.912625808,,,0.155947613,0.45582323,-0.022471657,0.174762375,0.29911332,0.133033039,0.155504695,73.35442271,0.065329473,0.299515865,0.057822033,0.299515865,2.889372933,0.569874846,2.86750496,,,0.233804517,0.683393148,-0.03369064,0.262012557,0.448445758,0.199449833,0.233140473
140,95,Chrysopelea,66.7,48.90024176,0.038479023,0.186754604,0.038479023,0.186754604,1.850110703,0.345481859,1.848504216,,,0.166978349,0.508418687,-0.026054485,0.158324479,0.34207787,0.159777681,0.185832166,73.31370578,0.05768969,0.27999191,0.05768969,0.27999191,2.773779165,0.517963807,2.771370639,,,0.250342353,0.762246907,-0.039062196,0.237368034,0.512860375,0.239546749,0.278608945
141,95,Chrysopelea,66.7,48.98392977,0.061841168,0.197264936,0.061841168,0.197264936,1.831993858,0.20897882,1.830111114,,,0.158466958,0.485228507,-0.034885488,0.159469363,0.326038859,0.149882614,0.184768102,73.43917506,0.092715394,0.29574953,0.092715394,0.29574953,2.746617478,0.313311574,2.743794774,,,0.237581647,0.727479022,-0.052302081,0.239084502,0.488813882,0.224711565,0.277013646
142,95,Chrysopelea,66.7,52.86174524,0.072793823,0.40294325,0.072793823,0.40294325,1.786635337,1.178588004,1.781032113,,,0.232687689,0.706156696,-0.141625082,0.248428598,0.463823528,0.127770088,0.26939517,79.25299136,0.109136167,0.604112818,0.109136167,0.604112818,2.678613699,1.766998507,2.670213063,,,0.348857105,1.058705691,-0.212331457,0.372456668,0.695387599,0.191559353,0.40389081
143,95,Chrysopelea,66.7,52.82797121,0.081640129,0.419586554,0.071506043,0.419586554,2.104673922,0.290487199,2.079602095,,,0.209311779,0.663054601,-0.172820628,0.244972504,0.457611113,0.108868977,0.281689606,79.20235564,0.122398993,0.629065299,0.107205462,0.629065299,3.155433166,0.435513042,3.11784422,,,0.313810763,0.994084858,-0.259101392,0.367275119,0.686073632,0.163221855,0.422323247
144,95,Chrysopelea,66.7,52.84431105,0.110884384,0.370881097,0.059513099,0.370881097,2.056002718,0.376507577,2.039939644,,,0.264237917,0.703992719,-0.155872936,0.2112176,0.44649737,0.121030339,0.276903275,79.22685314,0.166243455,0.556043624,0.089225035,0.556043624,3.082462846,0.564479126,3.058380276,,,0.396158797,1.055461348,-0.233692558,0.316668065,0.669411349,0.181454781,0.415147339
145,95,Chrysopelea,66.7,56.17637092,0.037948572,0.317276465,0.02986401,0.317276465,1.889625135,0.6803238,1.887249629,,,0.177513547,0.64261243,-0.088320521,0.222809476,0.475488115,0.136418702,0.224739222,84.22244515,0.056894411,0.475676859,0.044773628,0.475676859,2.833021192,1.019975712,2.829459714,,,0.266137251,0.963436926,-0.132414574,0.33404719,0.712875735,0.20452579,0.336940363
146,95,Chrysopelea,66.7,56.19077212,0.047390763,0.324816268,0.04230065,0.324816268,1.932014684,0.546936297,1.918575075,,,0.095889457,0.58597431,-0.090042404,0.225586068,0.499652224,0.090014114,0.180056518,84.24403616,0.071050619,0.486980912,0.063419266,0.486980912,2.896573739,0.819994448,2.8764244,,,0.143762305,0.878522204,-0.134996108,0.338209998,0.749103784,0.134953694,0.269949803
147,95,Chrysopelea,66.7,56.47879921,0.073486393,0.384634301,0.042848631,0.384634301,1.910136496,0.500849637,1.904730114,,,0.235938109,0.731922176,-0.133003086,0.245831415,0.500900593,0.132074657,0.265077742,84.67586089,0.110174503,0.57666312,0.064240826,0.57666312,2.863772858,0.750899006,2.855667337,,,0.353730298,1.097334596,-0.199404926,0.368562841,0.750975402,0.198012979,0.397417905
148,95,Chrysopelea,66.7,59.01015719,0.078797718,0.436307211,0.054873829,0.436307211,2.114230541,0.437484604,2.109067511,,,0.219224846,0.740005993,-0.17252964,0.25667626,0.524165321,0.113921558,0.286451198,88.47100028,0.118137508,0.654133749,0.082269609,0.654133749,3.169760931,0.655898957,3.162020256,,,0.328672933,1.109454262,-0.258665127,0.38482198,0.785855054,0.170796939,0.429462066
149,95,Chrysopelea,66.7,62.82890504,0.046280892,0.487956914,0.04327523,0.487956914,2.557066649,0.766447409,2.371891135,,,0.195827617,0.741971958,-0.167222236,0.31968808,0.562552569,0.103699012,0.270921248,94.19625943,0.069386644,0.731569587,0.064880405,0.731569587,3.833683132,1.149096565,3.556058673,,,0.293594628,1.112401737,-0.250708,0.479292474,0.84340715,0.155470783,0.406178783
151,95,Chrysopelea,66.7,64.4446322,0.105382195,0.468579968,0.085897211,0.468579968,1.910121686,0.426707712,1.906731867,,,0.194309997,0.813787585,-0.245412503,0.22009916,0.613538386,0.088668972,0.334081476,96.61863898,0.157994295,0.702518693,0.128781426,0.702518693,2.863750654,0.639741697,2.858668466,,,0.291319337,1.220071343,-0.367934787,0.329983748,0.919847655,0.13293699,0.500871777
157,94,Chrysopelea,85,47.28894096,0.029083828,0.068994939,0.004830039,0.05819618,1.098530029,0.176157236,0.905749261,,,-0.001855767,0.120111077,0.040307514,0.072822775,0.124215116,0.081771817,0.041464303,55.63404819,0.034216269,0.081170517,0.005682399,0.068466094,1.292388269,0.207243807,1.065587366,,,-0.002183256,0.14130715,0.047420604,0.085673853,0.146135431,0.096202137,0.048781533
158,94,Chrysopelea,85,47.46085197,0.045556548,0.09717613,0.045556548,0.09717613,1.603482595,0.228099457,1.598100756,,,0.097727236,0.337732577,0.01809053,0.103178445,0.237279384,0.197559898,0.179469367,55.83629643,0.053595938,0.114324859,0.053595938,0.114324859,1.886450112,0.268352302,1.880118536,,,0.114973218,0.397332443,0.021282977,0.121386406,0.279152217,0.232423409,0.211140432
159,94,Chrysopelea,85,51.31587053,0.053640348,0.149493879,0.04432077,0.149493879,1.853554358,0.319058058,1.84941188,,,0.099414672,0.463737364,-0.066381823,0.079800326,0.354694918,0.186143883,0.252525706,60.37161239,0.063106292,0.175875152,0.052142082,0.175875152,2.180652186,0.375362421,2.175778682,,,0.116958437,0.54557337,-0.078096262,0.093882736,0.417288139,0.218992804,0.297089066
160,94,Chrysopelea,85,51.27117527,0.054083478,0.107987977,0.03955949,0.102036664,1.64064855,0.205801628,1.629970755,,,0.072012365,0.342092054,-0.012203313,0.089080111,0.266993614,0.173338836,0.185542149,60.31902973,0.063627621,0.127044679,0.046540576,0.120043134,1.930174765,0.242119562,1.917612653,,,0.08472043,0.402461241,-0.014356839,0.10480013,0.314110135,0.203928043,0.218284882
161,94,Chrysopelea,85,51.32586393,0.049380992,0.104545885,0.01848602,0.104545885,1.338526427,0.203159223,0.499988379,,,0.067923809,0.240050178,0.015359716,0.096012285,0.17185824,0.093950418,0.078590702,60.38336933,0.058095285,0.122995159,0.021748259,0.122995159,1.574736973,0.239010851,0.588221622,,,0.079910363,0.282411975,0.018070254,0.11295563,0.202186164,0.110529903,0.092459649
162,94,Chrysopelea,85,55.59580272,0.101753936,0.155630163,0.088166907,0.155630163,2.209925108,0.152386808,1.663451861,,,0.102621564,0.50773916,-0.105117742,0.048802928,0.401440118,0.179201608,0.28431935,65.40682673,0.119710513,0.183094309,0.103725773,0.183094309,2.599911892,0.179278598,1.957002189,,,0.120731252,0.597340188,-0.123667932,0.057415209,0.472282492,0.210825421,0.334493353
163,94,Chrysopelea,85,55.2850351,0.051339014,0.271929013,0.051270031,0.271929013,2.030059198,0.489362183,2.025178104,,,0.197600919,0.65577939,-0.172483056,0.092851399,0.455652448,0.161025773,0.333508829,65.04121776,0.06039884,0.319916485,0.060317683,0.319916485,2.388304939,0.575720215,2.382562475,,,0.232471669,0.771505164,-0.202921242,0.10923694,0.536061703,0.189442086,0.392363328
164,94,Chrysopelea,85,55.2815553,0.045818901,0.142019071,0.045818901,0.142019071,2.017222358,0.286104392,2.006029139,,,0.105695924,0.5024333,-0.065122932,0.075138924,0.397205047,0.188246514,0.253369446,65.03712388,0.053904589,0.16708126,0.053904589,0.16708126,2.373202774,0.336593402,2.360034281,,,0.124348146,0.591098001,-0.076615214,0.088398735,0.467300055,0.221466487,0.298081701
165,94,Chrysopelea,85,60.49419457,0.046774044,0.272061007,0.034435865,0.272061007,1.880917499,0.459131526,1.872538828,,,0.092115851,0.61456423,-0.210100209,0.054610332,0.518198004,0.160267195,0.370367404,71.16964067,0.055028287,0.320071773,0.040512782,0.320071773,2.212844116,0.540154736,2.202986856,,,0.108371589,0.723016741,-0.247176717,0.064247449,0.609644711,0.188549641,0.435726357
